,EquipmentNumber,EquipmentModel,EquipmentMake,compartid,compart,compartsn,oiltypeid,oilgradeid,coolantid,notesos,sampledate,oiladded,oilhours,actual_fluid_hours,meterread,oilchanged,filterchanged,evalcode,Problem Solved,Action Taken,Water,V40,V100,VI,GC Fuel,GC Glycol,Color,S-Color,Colour Desc,Appearance,Oil_contamin,Precip_Amount,Precip_Appear,Precip_Contam,Precip_Contam_Properties,Odor,Foaming,pH Coolant,Cond,MO4 raw,FPoint,Glycol,BP,KF Water,Fe,Cu,Pb,Sn,Cr,Ni,Ti,Al,Si,Na,K,B,Ca,Mg,P ,Zn,Mo,Li,Sb,Ba,Cd,Mn,Ag,V,4u,6u,14u,21u,38u,70u,ISO,Cutting,Sliding,Fatigue,Non Metallic,Fibers,Total Part/ml,NO2,pqL Index,Soot,OXI,NIT,Sulf,AW,FT-IR Glycol,FT-IR Water,Cap Inspect,DamageDelta
2363,479.0,EH5000,HITACHI        ,RREFD,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-01-30,,309.0,309.0,45820.0,False,False,A,False,False,Neg,686.3,72.11,183,,,,,,,,,,,,,,,,,,,,,20,1,0,0,0,0,0,0,10,0,0,4,4,0,314,1,0,0,0,0,0,0,0,0,84440,14590,253,84,9,2,24/21/15,19,23,79,67,0,84440,,7,,54,,,17,,6,,
2364,479.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-01-30,,309.0,309.0,45820.0,False,False,A,False,False,Neg,671.8,71.58,184,,,,,,,,,,,,,,,,,,,,,15,1,0,0,0,0,0,0,11,0,0,3,4,0,309,1,0,0,0,0,0,0,0,0,68836,12340,350,92,8,0,23/21/16,46,40,112,156,6,68836,,6,,56,,,17,,5,,
2365,479.0,EH5000,HITACHI        ,LFB,Left Front Wheel Bearing,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-01-30,,309.0,309.0,45820.0,False,False,A,False,False,Neg,668.7,71.16,184,,,,,,,,,,,,,,,,,,,,,22,0,0,0,0,0,0,0,22,0,0,4,4,0,357,0,0,0,0,0,0,0,0,0,86895,22063,719,73,10,0,24/22/17,93,211,129,284,17,86895,,7,,53,,,17,,6,,
2366,479.0,EH5000,HITACHI        ,RREFD,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-01-07,,2078.0,2078.0,45511.0,True,False,A,False,False,Neg,668.8,71.17,184,,,,,,,,,,,,,,,,,,,,,31,3,0,0,0,1,0,0,3,0,1,5,5,0,372,1,0,0,0,0,0,0,0,0,50486,8208,139,23,1,0,23/20/14,2,11,48,61,10,50486,,12,,54,,,17,,6,,
2367,479.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-01-07,,2078.0,2078.0,45511.0,True,False,A,False,False,Neg,619.2,72.38,197,,,,,,,,,,,,,,,,,,,,,29,2,0,0,0,0,0,0,4,0,1,5,5,0,369,1,0,0,0,0,0,0,0,0,220087,54332,2340,572,72,6,25/23/18,52,485,1344,479,19,220087,,31,,56,,,18,,5,,
2368,479.0,EH5000,HITACHI        ,RFB,Right Front Wheel Bearing,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-01-07,,661.0,661.0,45511.0,True,False,A,False,False,Neg,670.2,71.34,184,,,,,,,,,,,,,,,,,,,,,51,0,0,0,0,0,0,0,19,0,1,5,4,0,353,0,0,0,0,0,0,0,0,0,267121,61307,1780,306,54,11,25/23/18,75,297,877,402,8,267121,,36,,53,,,17,,7,,
2369,479.0,EH5000,HITACHI        ,LFB,Left Front Wheel Bearing,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-01-07,,661.0,661.0,45511.0,True,False,A,False,False,Neg,672.2,71.02,183,,,,,,,,,,,,,,,,,,,,,33,0,0,0,0,1,0,1,23,0,1,5,4,0,351,0,0,0,0,0,0,0,0,0,242601,62654,1436,171,5,3,25/23/18,193,680,422,725,39,242601,,16,,55,,,17,,5,,
2370,479.0,EH5000,HITACHI        ,HYAF,Hydraulic System After,,CHEVRON HD,10WT,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-01-07,,45511.0,45511.0,45511.0,False,True,A,False,False,Neg,,6.11,,,,,,,,,,,,,,,,,,,,,,4,0,1,0,0,0,0,2,8,3,2,3,2958,12,1015,1233,0,0,0,0,0,0,0,0,5717,1469,14,5,0,0,20/18/11,0,0,4,8,0,5717,,0,0.0,4,4.0,17.0,12,1.0,14,,
2371,479.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Soot is high. Oil thickening and wear can result.All other Oil Condition test results are acceptable. Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable.Total Ferrous Debris (pqL) index appears acceptable.Check for plugged or restricted air filters. Watch for excessive idling or lugging. Check charge air system; including air-to-air aftercooler (if equipped); for loose/broken clamps or cracked tubes resulting in leaks and loss of boost pressure. Check for proper turbocharger performance.,2017-01-07,,661.0,661.0,45511.0,True,True,C,False,False,Neg,,14.62,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,0,4,4,3,2,378,1581,463,1138,1335,87,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,69.0,19,10.0,25.0,24,0.0,22,,
2372,479.0,EH5000,HITACHI        ,HYBE,Hydraulic System Before,,CHEVRON HD,10WT,,Iron is elevated indicating possible pump wear; hydraulic motor (if equipped) wear or hydraulic cylinder wear.Copper (Cu) is high. All other wear metal elements appear acceptable. Copper may be from chemical leaching and not abrasive wear which is no cause for concern. No other alloys such as lead and/or tin are present.Total Ferrous Debris (pqL) index appears acceptable.Particle count indicates acceptable particulate contamination.Check for scored; bent or damaged hydraulic cylinder rod and/or barrel. Check for drifting hydraulic cylinder.Be alert for abnormal noise or operational problems.Resample after 50 hours to monitor very closely.,2017-01-07,,45511.0,45511.0,45511.0,False,False,C,False,False,Neg,,6.07,,,,,,,,,,,,,,,,,,,,,,29,128,5,1,0,0,3,3,7,4,2,5,2277,14,857,996,1,0,0,0,0,1,0,0,1226,257,15,9,0,0,17/15/11,2,2,2,11,0,1226,,0,0.0,4,3.0,17.0,12,1.0,12,,
2373,479.0,EH5000,HITACHI        ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates high particulate contamination increase from previous sample. Dirt; dust and/or foreign debris may have entered the sample when it was taken. Review proper sampling procedures. Contaminated samples diminish the value of oil analysis. Resample ASAP to verify these results prior to any additional corrective action.,2017-01-07,,2078.0,2078.0,45511.0,True,True,C,False,False,Neg,,6.7,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,8,3,1,7,3284,14,908,1092,2,0,0,0,0,0,0,0,30004,9443,605,123,8,0,22/20/16,62,23,63,346,2,30004,,0,0.0,6,3.0,13.0,15,0.0,11,,
2374,480.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-07-30,,184.0,184.0,47553.0,False,False,A,False,False,,,14.72,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,0,3,6,2,2,454,1638,414,1207,1341,98,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5,17.0,17,7.0,22.0,23,0.0,16,,
2375,480.0,EH5000,HITACHI        ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-30,,184.0,184.0,47553.0,False,False,A,False,False,,637.1,71.11,190,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,0,0,6,0,0,22,45,0,267,4,0,0,0,0,0,0,0,0,11722,2732,145,43,11,3,21/19/14,14,14,20,68,1,11722,,15,,29,,,13,,5,,
2376,480.0,EH5000,HITACHI        ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Iron is elevated for the lower hours on the oil indicating possible wheel bearing wear. All other Wear Rate Analysis test results are acceptable. Total Ferrous Debris index appears elevated. Particle count indicates acceptable particulate contamination. Check and monitor magnetic plug (if equipped) for excessive iron debris. Monitor for oil leaks at wheel group which can also indicate loss of bearing preload. Be alert for abnormal noise or operational problems. Resample after 50 hours to monitor very closely for increasing iron.,2017-07-30,,184.0,184.0,47553.0,False,,C,False,False,,610.3,68.13,188,,,,,,,,,,,,,,,,,,,,,163,0,0,0,1,0,0,0,6,0,0,22,28,0,282,0,0,0,0,0,0,1,0,0,2817316,627239,19206,2478,102,8,>28/26/21,861,3547,8699,2844,64,2817316,,241,,30,,,13,,4,,
2377,480.0,EH5000,HITACHI        ,RREFD,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-30,,184.0,184.0,47553.0,False,,A,False,False,,634.9,70.69,189,,,,,,,,,,,,,,,,,,,,,35,1,0,0,0,1,0,0,4,0,0,20,26,0,279,2,0,0,0,0,0,0,0,0,186934,39263,1049,90,2,0,25/22/17,28,120,402,94,0,186934,,15,,29,,,14,,4,,
2378,480.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-30,,184.0,184.0,47553.0,False,,A,False,False,,625.4,70.44,191,,,,,,,,,,,,,,,,,,,,,60,2,0,1,0,1,0,0,3,0,0,17,21,0,276,4,0,1,0,0,0,1,0,0,392842,85351,1917,229,7,0,26/24/18,55,209,801,195,2,392842,,43,,29,,,13,,3,,
2379,480.0,EH5000,HITACHI        ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-30,,595.0,595.0,47553.0,,False,A,False,False,,,6.65,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,9,0,0,3,3383,11,899,1109,1,0,1,0,0,0,0,0,10398,2714,72,10,0,0,21/19/13,5,2,15,17,0,10398,,0,0.0,6,3.0,13.0,16,0.0,11,,
2380,480.0,EH5000,HITACHI        ,H,Hydraulic System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-30,,1498.0,1498.0,47553.0,False,False,A,False,False,,,6.63,,,,,,,,,,,,,,,,,,,,,,3,1,1,0,1,0,0,1,6,1,1,5,3159,11,871,1069,1,0,0,0,0,0,0,0,5974,2673,320,104,14,0,20/19/16,19,11,100,106,2,5974,,0,0.0,5,3.0,12.0,15,0.0,10,,
2381,480.0,EH5000,HITACHI        ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-07-17,,411.0,411.0,47369.0,True,False,A,False,False,,621.8,65.43,179,,,,,,,,,,,,,,,,,,,,,24,0,0,0,0,1,0,1,7,0,0,21,26,0,271,1,0,0,0,0,0,0,0,0,14843,3083,45,1,0,0,21/19/13,0,3,11,8,0,14843,,6,,31,,,13,,4,,
2382,480.0,EH5000,HITACHI        ,RREFD,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-07-17,,411.0,411.0,47369.0,True,False,A,False,False,,603.6,65.2,182,,,,,,,,,,,,,,,,,,,,,73,2,0,0,0,1,0,0,2,0,0,18,26,0,276,4,0,1,0,0,0,0,0,0,689671,192773,4746,582,29,0,27/25/19,68,718,2092,26,9,689671,,75,,31,,,13,,3,,
2383,480.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates high particulate contamination increase from previous sample. Resample ASAP to verify these results prior to any additional corrective action.,2017-07-17,,411.0,411.0,47369.0,True,False,C,False,False,,596.1,64.64,182,,,,,,,,,,,,,,,,,,,,,106,4,0,0,1,1,0,0,2,0,0,16,18,0,262,7,0,1,0,0,0,1,0,0,1524435,449054,22068,5519,574,11,28/26/22,592,5242,12838,765,60,1524435,,234,,32,,,13,,4,,
2384,480.0,EH5000,HITACHI        ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable. Total Ferrous Debris (pqL) index appears elevated indicating an increasing amount of larger-sized iron particulate.High amount of visible metallic debris is in the sample.  Oil is too contaminated to obtain particle count analysis test results. Excessive wear may be indicated.Flush the compartment thoroughly with lightweight fluid to remove contaminates that can cause excessive wear.Check and monitor magnetic plug (if equipped) for excessive iron debris.Resample in 1/2 the normal interval to monitor closely.,2017-07-17,,411.0,411.0,47369.0,True,False,C,False,False,,611.4,64.55,179,,,,,,,,,,,,,,,,,,,,,118,0,0,0,1,0,0,0,5,0,0,20,27,0,276,2,0,0,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,178,,31,,,13,,4,,
2385,480.0,EH5000,HITACHI        ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-17,,411.0,411.0,47369.0,False,True,A,False,False,,,6.66,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,7,0,0,4,3177,11,855,1044,1,0,0,0,0,0,0,0,4164,960,40,9,1,0,19/17/13,3,13,11,13,3,4164,,0,0.0,6,3.0,12.0,15,0.0,9,,
2386,480.0,EH5000,HITACHI        ,H,Hydraulic System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-17,,1314.0,1314.0,47369.0,False,True,A,False,False,,,6.63,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,1,0,0,1,5,0,0,5,3293,11,904,1116,1,0,0,0,0,0,0,0,1224,431,36,6,0,0,17/16/12,5,7,10,11,0,1224,,6,0.0,5,3.0,12.0,15,0.0,10,,
2387,480.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-07-17,,411.0,411.0,47369.0,True,True,A,False,False,,,15.3,,,,,,,,,,,,,,,,,,,,,,13,1,0,0,0,0,0,3,5,2,2,427,1788,396,1217,1416,102,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5,28.0,19,9.0,24.0,24,0.0,18,,
2388,480.0,EH5000,HITACHI        ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-07-06,,285.0,285.0,47243.0,False,False,A,False,False,,609.3,67.74,187,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,0,6,0,1,19,41,0,272,4,0,0,0,0,0,0,0,0,7941,1175,77,12,8,3,20/17/13,5,8,8,28,8,7941,,6,,31,,,14,,5,,
2389,480.0,EH5000,HITACHI        ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Iron is elevated indicating possible wheel bearing wear. All other Wear Rate Analysis test results are acceptable. Total Ferrous Debris index appears elevated. Particle count indicates high particulate contamination.Flush the compartment thoroughly with lightweight fluid to remove contaminates that can cause excessive wear.Check and monitor magnetic plug (if equipped) for excessive iron debris. Monitor for oil leaks at wheel group which can also indicate loss of bearing preload. Be alert for abnormal noise or operational problems. Resample after 50 hours to monitor very closely for increasing iron.,2017-07-06,,285.0,285.0,47243.0,False,False,C,False,False,,617.6,66.43,182,,,,,,,,,,,,,,,,,,,,,151,0,0,0,1,0,0,0,5,1,0,20,31,0,277,2,0,0,1,0,0,1,0,0,2465905,527151,15578,2015,92,3,28/26/21,727,2881,6474,2489,39,2465905,,123,,32,,,13,,4,,
2390,480.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-07-06,,285.0,285.0,47243.0,False,False,A,False,False,,600.4,66.98,187,,,,,,,,,,,,,,,,,,,,,85,3,0,0,0,1,0,0,2,1,1,16,20,0,259,6,0,1,0,0,0,1,0,0,665316,143609,3584,372,15,0,27/24/19,119,481,1375,423,7,665316,,42,,32,,,14,,5,,
2391,480.0,EH5000,HITACHI        ,RREFD,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-07-06,,285.0,285.0,47243.0,False,False,A,False,False,,608,66.86,185,,,,,,,,,,,,,,,,,,,,,57,2,0,0,0,1,0,0,3,1,0,17,29,0,272,4,0,1,0,0,0,0,0,0,316714,68967,1631,173,8,0,25/23/18,46,164,666,188,3,316714,,20,,32,,,14,,4,,
2392,480.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-07-06,,285.0,285.0,47243.0,False,False,A,False,False,,,15.08,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,4,3,3,3,463,1607,374,1084,1283,98,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,23.0,19,9.0,24.0,24,0.0,17,,
2393,480.0,EH5000,HITACHI        ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates continued high particulate contamination. If applicable; inspect filter(s) for visual and microscopic metal debris as a precaution. Larger wear particles; if present; may be contained in the filter. Consider ultra-high efficiency filter elements OR kidney loop filtration to reduce particulate contamination for maximum component life. Target is ISO 18/15. Resample after 50 hours to monitor closely for increasing particulate contamination.,2017-07-06,,285.0,285.0,47243.0,False,False,C,False,False,,,6.75,,,,,,,,,,,,,,,,,,,,,,2,0,3,0,0,0,0,1,8,0,0,4,3275,11,832,1055,1,0,1,0,0,0,0,0,19863,8311,716,220,20,1,21/20/17,54,28,233,220,1,19863,,5,0.0,6,3.0,13.0,16,0.0,11,,
2394,480.0,EH5000,HITACHI        ,H,Hydraulic System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-07-06,,1188.0,1188.0,47243.0,False,False,A,False,False,,,6.75,,,,,,,,,,,,,,,,,,,,,,3,1,7,0,1,0,0,1,5,1,1,5,3152,11,820,1044,1,0,1,0,0,0,0,0,7502,3305,430,128,12,0,20/19/16,17,26,172,139,0,7502,,9,0.0,6,3.0,13.0,16,0.0,11,,
2395,480.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-06-21,,903.0,903.0,46958.0,True,,A,False,False,Neg,642.7,-,-,,,,,,,,,,,,,,,,,,,,,112,4,0,0,1,1,0,0,2,2,1,14,32,0,215,15,0,2,0,0,0,1,0,0,891616,223197,3730,263,7,0,27/25/19,17,377,1224,24,5,891616,,94,,31,,,14,,5,,
2396,480.0,EH5000,HITACHI        ,RREFD,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-06-21,,903.0,903.0,46958.0,True,,A,False,False,Neg,647.6,72.62,191,,,,,,,,,,,,,,,,,,,,,118,3,0,0,0,1,0,0,3,1,1,15,25,0,260,10,0,2,0,0,0,1,0,0,868361,195327,3156,189,6,0,27/25/19,41,281,1056,17,4,868361,,64,,30,,,14,,5,,
2397,480.0,EH5000,HITACHI        ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears elevated indicating an increasing amount of larger-sized iron particulate. Cap inspection indicates visible non-metallic debris is in the sample. Oil is too contaminated to obtain particle count analysis test results. Resample ASAP to verify these results prior to any additional corrective action.,2017-06-21,,485.0,485.0,46958.0,True,,C,False,False,Neg,650.1,73.92,194,,,,,,,,,,,,,,,,,,,,,22,0,0,0,0,0,0,0,7,0,1,20,26,0,276,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,1253,,30,,,13,,5,A3,
2398,480.0,EH5000,HITACHI        ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Cap inspection indicates visible non-metallic debris is in the sample. Oil is too contaminated to obtain particle count analysis test results. Resample ASAP to verify these results prior to any additional corrective action.,2017-06-21,,485.0,485.0,46958.0,True,,C,False,False,Neg,651,73.03,192,,,,,,,,,,,,,,,,,,,,,252,0,0,0,2,0,0,0,6,0,1,19,27,0,271,2,0,0,0,0,0,2,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,18,,30,,,14,,5,A1,
2399,480.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-06-21,,485.0,485.0,46958.0,True,True,A,False,False,Neg,,15.36,,,,,,,,,,,,,,,,,,,,,,13,1,0,0,0,0,0,4,4,4,2,443,1688,394,1174,1357,107,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5,28.0,21,10.0,25.0,24,0.0,20,,
2400,480.0,EH5000,HITACHI        ,HYBE,Hydraulic System Before,,CHEVRON - UNKNOWN TYPE,10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears elevated indicating an increasing amount of larger-sized iron particulate. Cap inspection indicates visible non-metallic debris is in the sample. Oil is too contaminated to obtain particle count analysis test results. Resample ASAP to verify these results prior to any additional corrective action.,2017-06-21,,11664.0,11664.0,46958.0,False,False,C,False,False,Neg,,6.63,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,1,0,0,1,5,4,1,5,3011,10,866,1018,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,13,0.0,5,3.0,13.0,16,0.0,12,C1,
2401,480.0,EH5000,HITACHI        ,HYAF,Hydraulic System After,,CHEVRON - UNKNOWN TYPE,10WT,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-06-21,0.0,11664.0,11664.0,46958.0,False,True,A,False,False,Neg,,6.62,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,1,0,0,1,5,4,1,5,3012,11,861,1008,1,0,0,0,0,0,0,0,4937,1929,225,91,12,0,19/18/15,12,12,76,87,4,4937,,5,0.0,5,3.0,13.0,16,0.0,13,,
2402,480.0,EH5000,HITACHI        ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates high particulate contamination increase from previous sample. Resample ASAP to verify these results prior to any additional corrective action.,2017-06-21,0.0,1821.0,1821.0,46958.0,True,True,C,False,False,Neg,,6.61,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,0,0,0,6,4,1,3,3147,10,864,1019,1,0,0,0,0,0,0,0,105980,37436,2985,987,76,3,24/22/19,244,158,952,1043,9,105980,,0,0.0,6,3.0,13.0,15,0.0,21,,
2403,480.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-06-13,,747.0,747.0,46802.0,False,,A,False,False,Neg,634.4,73.22,195,,,,,,,,,,,,,,,,,,,,,94,3,0,1,0,1,0,0,2,1,0,14,30,0,222,14,0,2,0,0,0,1,0,0,795377,195618,2720,209,18,0,27/25/19,49,482,1117,34,6,795377,,73,,31,,,14,,5,,
2404,480.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-06-13,,329.0,329.0,46802.0,False,,A,False,False,Neg,,14.91,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,3,3,1,1,446,1702,397,1150,1345,97,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,22.0,19,8.0,23.0,23,0.0,18,,
